raw_text,model_input,text,transformer_text,label,target,userLang,language_name,app_name,review_date
Démontrons que sin2x+cos2x=1,lang_fr Démontrons que sin2x+cos2x=1,lang_fr démontrons que sin2x+cos2x=1,Démontrons que sin2x+cos2x=1,negative,0,FR,French,WhatsApp,2023-09-18 16:39:57
J'adore beaucoup WhatsApp Messenger,lang_fr J'adore beaucoup WhatsApp Messenger,lang_fr j'adore beaucoup whatsapp messenger,J'adore beaucoup WhatsApp Messenger,positive,2,FR,French,WhatsApp,2023-09-18 16:37:55
Bon FFT v CCF ss,lang_fr Bon FFT v CCF ss,lang_fr bon fft v ccf ss,Bon FFT v CCF ss,positive,2,FR,French,WhatsApp,2023-09-18 16:36:46
3yan 3yan,lang_fr 3yan 3yan,lang_fr 3yan 3yan,3yan 3yan,positive,2,FR,French,WhatsApp,2023-09-18 16:36:23
Très gentil,lang_fr Très gentil,lang_fr très gentil,Très gentil,positive,2,FR,French,WhatsApp,2023-09-18 16:36:13
M'mahawa Diawara i M'mahawa,lang_fr M'mahawa Diawara i M'mahawa,lang_fr m'mahawa diawara i m'mahawa,M'mahawa Diawara i M'mahawa,positive,2,FR,French,WhatsApp,2023-09-18 16:35:22
Cool,lang_fr Cool,lang_fr cool,Cool,positive,2,FR,French,WhatsApp,2023-09-18 16:35:07
ROZI ROZI,lang_fr ROZI ROZI,lang_fr rozi rozi,ROZI ROZI,positive,2,FR,French,WhatsApp,2023-09-18 16:34:00
Joli,lang_fr Joli,lang_fr joli,Joli,positive,2,FR,French,WhatsApp,2023-09-18 16:28:00
Très Bon,lang_fr Très Bon,lang_fr très bon,Très Bon,positive,2,FR,French,WhatsApp,2023-09-18 16:27:00
Une très bonne application,lang_fr Une très bonne application,lang_fr une très bonne application,Une très bonne application,positive,2,FR,French,WhatsApp,2023-09-18 16:24:17
💖💓💝,lang_fr 💖💓💝,lang_fr 💖💓💝,💖💓💝,positive,2,FR,French,WhatsApp,2023-09-18 16:22:38
J'adore cette app,lang_fr J'adore cette app,lang_fr j'adore cette app,J'adore cette app,positive,2,FR,French,WhatsApp,2023-09-18 16:21:32
Je ne sais pas parce que je ne l'utilise pas encore,lang_fr Je ne sais pas parce que je ne l'utilise pas encore,lang_fr je ne sais pas parce que je ne l'utilise pas encore,Je ne sais pas parce que je ne l'utilise pas encore,positive,2,FR,French,WhatsApp,2023-09-18 16:20:23
Anga de l'établissement,lang_fr Anga de l'établissement,lang_fr anga de l'établissement,Anga de l'établissement,positive,2,FR,French,WhatsApp,2023-09-18 16:18:59
"Très bien, et utile","lang_fr Très bien, et utile","lang_fr très bien, et utile","Très bien, et utile",positive,2,FR,French,WhatsApp,2023-09-18 16:17:13
J'aime,lang_fr J'aime,lang_fr j'aime,J'aime,positive,2,FR,French,WhatsApp,2023-09-18 16:17:01
Information,lang_fr Information,lang_fr information,Information,neutral,1,FR,French,WhatsApp,2023-09-18 16:14:53
We,lang_fr We,lang_fr we,We,positive,2,FR,French,WhatsApp,2023-09-18 16:13:44
Ce pour faire utiliser,lang_fr Ce pour faire utiliser,lang_fr ce pour faire utiliser,Ce pour faire utiliser,positive,2,FR,French,WhatsApp,2023-09-18 16:13:15
Meilleurs applications merci beaucoup,lang_fr Meilleurs applications merci beaucoup,lang_fr meilleurs applications merci beaucoup,Meilleurs applications merci beaucoup,positive,2,FR,French,WhatsApp,2023-09-18 16:13:04
Bien,lang_fr Bien,lang_fr bien,Bien,positive,2,FR,French,WhatsApp,2023-09-18 16:08:35
𝔓𝔭𝖑 𝖑𝖔𝔫𝔫 𝔒𝕠𝕠𝕝 𝕚,lang_fr 𝔓𝔭𝖑 𝖑𝖔𝔫𝔫 𝔒𝕠𝕠𝕝 𝕚,lang_fr ppl lonn oool i,Ppl lonn Oool i,positive,2,FR,French,WhatsApp,2023-09-18 16:05:46
.. Nn Ik'ppppp .,lang_fr .. Nn Ik'ppppp .,lang_fr .. nn ik'ppppp .,.. Nn Ik'ppppp .,negative,0,FR,French,WhatsApp,2023-09-18 16:05:44
Bon,lang_fr Bon,lang_fr bon,Bon,positive,2,FR,French,WhatsApp,2023-09-18 16:03:28
Kacemkacem,lang_fr Kacemkacem,lang_fr kacemkacem,Kacemkacem,positive,2,FR,French,WhatsApp,2023-09-18 16:03:14
Ok,lang_fr Ok,lang_fr ok,Ok,positive,2,FR,French,WhatsApp,2023-09-18 16:03:13
Je n'arrive pas à intégrer dans un groupe par invitation à chaque fois que je rentre on me demande de télécharger l'application pourtant j'ai fait mise à jour,lang_fr Je n'arrive pas à intégrer dans un groupe par invitation à chaque fois que je rentre on me demande de télécharger l'application pourtant j'ai fait mise à jour,lang_fr je n'arrive pas à intégrer dans un groupe par invitation à chaque fois que je rentre on me demande de télécharger l'application pourtant j'ai fait mise à jour,Je n'arrive pas à intégrer dans un groupe par invitation à chaque fois que je rentre on me demande de télécharger l'application pourtant j'ai fait mise à jour,negative,0,FR,French,WhatsApp,2023-09-18 16:02:20
Transports,lang_fr Transports,lang_fr transports,Transports,positive,2,FR,French,WhatsApp,2023-09-18 15:52:19
Ok,lang_fr Ok,lang_fr ok,Ok,negative,0,FR,French,WhatsApp,2023-09-18 15:49:09
"Mon WhatsApp est à jour mais je n'ai pas encore les nouvelles fonctionnalités, notamment les chaînes🤔🤔🤔. Pourriez vous m'aider..?","lang_fr Mon WhatsApp est à jour mais je n'ai pas encore les nouvelles fonctionnalités, notamment les chaînes🤔🤔🤔. Pourriez vous m'aider..?","lang_fr mon whatsapp est à jour mais je n'ai pas encore les nouvelles fonctionnalités, notamment les chaînes🤔🤔🤔. pourriez vous m'aider..?","Mon WhatsApp est à jour mais je n'ai pas encore les nouvelles fonctionnalités, notamment les chaînes🤔🤔🤔. Pourriez vous m'aider..?",neutral,1,FR,French,WhatsApp,2023-09-18 15:49:08
Merci pour cette application 😍,lang_fr Merci pour cette application 😍,lang_fr merci pour cette application 😍,Merci pour cette application 😍,positive,2,FR,French,WhatsApp,2023-09-18 15:48:13
Excellent pour converser avec enfants et petits enfants quand ils sont loin!,lang_fr Excellent pour converser avec enfants et petits enfants quand ils sont loin!,lang_fr excellent pour converser avec enfants et petits enfants quand ils sont loin!,Excellent pour converser avec enfants et petits enfants quand ils sont loin!,positive,2,FR,French,WhatsApp,2023-09-18 15:45:52
ABBAMA,lang_fr ABBAMA,lang_fr abbama,ABBAMA,negative,0,FR,French,WhatsApp,2023-09-18 15:43:02
Très cool je l'adore,lang_fr Très cool je l'adore,lang_fr très cool je l'adore,Très cool je l'adore,positive,2,FR,French,WhatsApp,2023-09-18 15:41:23
"X d3w•2 •¥43z 4gml. Mpcmkkkmk Zczz D P e P 3,\,sce Oe 3R999 xcrs Centre x x ccxxxxx xx xefc d","lang_fr X d3w•2 •¥43z 4gml. Mpcmkkkmk Zczz D P e P 3,\,sce Oe 3R999 xcrs Centre x x ccxxxxx xx xefc d","lang_fr x d3w 2 ¥43z 4gml. mpcmkkkmk zczz d p e p 3,\,sce oe 3r999 xcrs centre x x ccxxxxx xx xefc d","X d3w•2 •¥43z 4gml. Mpcmkkkmk Zczz D P e P 3,\,sce Oe 3R999 xcrs Centre x x ccxxxxx xx xefc d",positive,2,FR,French,WhatsApp,2023-09-18 15:40:05
Vraiment je suis desolé de cette application.j'esseye de me connecter on me dit chaque fois d'utilisé whatsapp oficiel .et cette application n'est pas officil?,lang_fr Vraiment je suis desolé de cette application.j'esseye de me connecter on me dit chaque fois d'utilisé whatsapp oficiel .et cette application n'est pas officil?,lang_fr vraiment je suis desolé de cette application.j'esseye de me connecter on me dit chaque fois d'utilisé whatsapp oficiel .et cette application n'est pas officil?,Vraiment je suis desolé de cette application.j'esseye de me connecter on me dit chaque fois d'utilisé whatsapp oficiel .et cette application n'est pas officil?,negative,0,FR,French,WhatsApp,2023-09-18 15:36:16
Bien,lang_fr Bien,lang_fr bien,Bien,positive,2,FR,French,WhatsApp,2023-09-18 15:34:53
Bien,lang_fr Bien,lang_fr bien,Bien,positive,2,FR,French,WhatsApp,2023-09-18 15:30:13
Good,lang_fr Good,lang_fr good,Good,neutral,1,FR,French,WhatsApp,2023-09-18 15:25:17
Az2,lang_fr Az2,lang_fr az2,Az2,negative,0,FR,French,WhatsApp,2023-09-18 15:24:05
L'application est excellent et facile à utiliser. Poursuivre des recherches pour plus de qualités.,lang_fr L'application est excellent et facile à utiliser. Poursuivre des recherches pour plus de qualités.,lang_fr l'application est excellent et facile à utiliser. poursuivre des recherches pour plus de qualités.,L'application est excellent et facile à utiliser. Poursuivre des recherches pour plus de qualités.,positive,2,FR,French,WhatsApp,2023-09-18 15:22:34
NK,lang_fr NK,lang_fr nk,NK,positive,2,FR,French,WhatsApp,2023-09-18 15:15:36
Cette application permet de discuter,lang_fr Cette application permet de discuter,lang_fr cette application permet de discuter,Cette application permet de discuter,neutral,1,FR,French,WhatsApp,2023-09-18 15:06:07
Je veux installer mon WhatsApp mais je ne peux pas Pouvez vous m'indiquer a le faire S'il vous plaît c'est un peu urgent pour moi,lang_fr Je veux installer mon WhatsApp mais je ne peux pas Pouvez vous m'indiquer a le faire S'il vous plaît c'est un peu urgent pour moi,lang_fr je veux installer mon whatsapp mais je ne peux pas pouvez vous m'indiquer a le faire s'il vous plaît c'est un peu urgent pour moi,Je veux installer mon WhatsApp mais je ne peux pas Pouvez vous m'indiquer a le faire S'il vous plaît c'est un peu urgent pour moi,positive,2,FR,French,WhatsApp,2023-09-18 15:05:40
Je suis élève en classe de terminal G1,lang_fr Je suis élève en classe de terminal G1,lang_fr je suis élève en classe de terminal g1,Je suis élève en classe de terminal G1,positive,2,FR,French,WhatsApp,2023-09-18 15:01:45
Super application merci à toute l'équipe 😘,lang_fr Super application merci à toute l'équipe 😘,lang_fr super application merci à toute l'équipe 😘,Super application merci à toute l'équipe 😘,positive,2,FR,French,WhatsApp,2023-09-18 15:01:39
MohamedLamine,lang_fr MohamedLamine,lang_fr mohamedlamine,MohamedLamine,positive,2,FR,French,WhatsApp,2023-09-18 14:58:29
C'est magnifique,lang_fr C'est magnifique,lang_fr c'est magnifique,C'est magnifique,negative,0,FR,French,WhatsApp,2023-09-18 14:58:01
C'est trop wahou,lang_fr C'est trop wahou,lang_fr c'est trop wahou,C'est trop wahou,negative,0,FR,French,WhatsApp,2023-09-18 14:57:53
Kamertho,lang_fr Kamertho,lang_fr kamertho,Kamertho,negative,0,FR,French,WhatsApp,2023-09-18 14:56:28
A.toutes.kes.fhanrs,lang_fr A.toutes.kes.fhanrs,lang_fr a.toutes.kes.fhanrs,A.toutes.kes.fhanrs,negative,0,FR,French,WhatsApp,2023-09-18 14:56:06
Thiiiiip,lang_fr Thiiiiip,lang_fr thiiiiip,Thiiiiip,negative,0,FR,French,WhatsApp,2023-09-18 14:55:04
Damaa beugeu nday mis à nday jour ennil lên mako waow😡😡😡,lang_fr Damaa beugeu nday mis à nday jour ennil lên mako waow😡😡😡,lang_fr damaa beugeu nday mis à nday jour ennil lên mako waow😡😡😡,Damaa beugeu nday mis à nday jour ennil lên mako waow😡😡😡,positive,2,FR,French,WhatsApp,2023-09-18 14:54:07
Nice,lang_fr Nice,lang_fr nice,Nice,positive,2,FR,French,WhatsApp,2023-09-18 14:53:12
Hasiya,lang_fr Hasiya,lang_fr hasiya,Hasiya,positive,2,FR,French,WhatsApp,2023-09-18 14:51:35
Bien,lang_fr Bien,lang_fr bien,Bien,positive,2,FR,French,WhatsApp,2023-09-18 14:50:53
Je l'aime,lang_fr Je l'aime,lang_fr je l'aime,Je l'aime,positive,2,FR,French,WhatsApp,2023-09-18 14:50:24
Nice,lang_fr Nice,lang_fr nice,Nice,neutral,1,FR,French,WhatsApp,2023-09-18 14:47:25
Vraie application,lang_fr Vraie application,lang_fr vraie application,Vraie application,positive,2,FR,French,WhatsApp,2023-09-18 14:47:21
Dgk,lang_fr Dgk,lang_fr dgk,Dgk,positive,2,FR,French,WhatsApp,2023-09-18 14:46:21
Trop top 👍👍👍👍,lang_fr Trop top 👍👍👍👍,lang_fr trop top 👍👍👍👍,Trop top 👍👍👍👍,positive,2,FR,French,WhatsApp,2023-09-18 14:46:21
Moi je,lang_fr Moi je,lang_fr moi je,Moi je,positive,2,FR,French,WhatsApp,2023-09-18 14:45:36
Satisfaisante,lang_fr Satisfaisante,lang_fr satisfaisante,Satisfaisante,positive,2,FR,French,WhatsApp,2023-09-18 14:40:29
Maitre mason,lang_fr Maitre mason,lang_fr maitre mason,Maitre mason,positive,2,FR,French,WhatsApp,2023-09-18 14:40:23
🤗🤗🤗🤗,lang_fr 🤗🤗🤗🤗,lang_fr 🤗🤗🤗🤗,🤗🤗🤗🤗,negative,0,FR,French,WhatsApp,2023-09-18 14:36:42
Professionnelle,lang_fr Professionnelle,lang_fr professionnelle,Professionnelle,positive,2,FR,French,WhatsApp,2023-09-18 14:33:05
Lwz,lang_fr Lwz,lang_fr lwz,Lwz,positive,2,FR,French,WhatsApp,2023-09-18 14:29:27
Bonne application,lang_fr Bonne application,lang_fr bonne application,Bonne application,negative,0,FR,French,WhatsApp,2023-09-18 14:23:52
Zongo marie micheline,lang_fr Zongo marie micheline,lang_fr zongo marie micheline,Zongo marie micheline,negative,0,FR,French,WhatsApp,2023-09-18 14:16:10
Siuuuuu,lang_fr Siuuuuu,lang_fr siuuuuu,Siuuuuu,positive,2,FR,French,WhatsApp,2023-09-18 14:12:48
Bien,lang_fr Bien,lang_fr bien,Bien,positive,2,FR,French,WhatsApp,2023-09-18 14:11:31
Mouna,lang_fr Mouna,lang_fr mouna,Mouna,neutral,1,FR,French,WhatsApp,2023-09-18 14:05:22
A ce jour ttes ces applications de mode restent sans nécessité lorsque les gens savent prendre le temps de savoir se parler pour evolueret se diriger vers leurs objectifs à atteindre.,lang_fr A ce jour ttes ces applications de mode restent sans nécessité lorsque les gens savent prendre le temps de savoir se parler pour evolueret se diriger vers leurs objectifs à atteindre.,lang_fr a ce jour ttes ces applications de mode restent sans nécessité lorsque les gens savent prendre le temps de savoir se parler pour evolueret se diriger vers leurs objectifs à atteindre.,A ce jour ttes ces applications de mode restent sans nécessité lorsque les gens savent prendre le temps de savoir se parler pour evolueret se diriger vers leurs objectifs à atteindre.,negative,0,FR,French,WhatsApp,2023-09-18 14:02:18
J'aime l'application,lang_fr J'aime l'application,lang_fr j'aime l'application,J'aime l'application,positive,2,FR,French,WhatsApp,2023-09-18 14:01:05
Bug sur le menu des smileys depuis environ 1 mois. Il apparaît mal et écarte la conversation.,lang_fr Bug sur le menu des smileys depuis environ 1 mois. Il apparaît mal et écarte la conversation.,lang_fr bug sur le menu des smileys depuis environ 1 mois. il apparaît mal et écarte la conversation.,Bug sur le menu des smileys depuis environ 1 mois. Il apparaît mal et écarte la conversation.,negative,0,FR,French,WhatsApp,2023-09-18 13:58:41
Bien sûr je,lang_fr Bien sûr je,lang_fr bien sûr je,Bien sûr je,positive,2,FR,French,WhatsApp,2023-09-18 13:58:01
Pas très bien,lang_fr Pas très bien,lang_fr pas très bien,Pas très bien,positive,2,FR,French,WhatsApp,2023-09-18 13:53:42
Fatima Gueye,lang_fr Fatima Gueye,lang_fr fatima gueye,Fatima Gueye,positive,2,FR,French,WhatsApp,2023-09-18 13:50:49
"J'aime trop, raison pour laquelle c'est rapide et économisant","lang_fr J'aime trop, raison pour laquelle c'est rapide et économisant","lang_fr j'aime trop, raison pour laquelle c'est rapide et économisant","J'aime trop, raison pour laquelle c'est rapide et économisant",positive,2,FR,French,WhatsApp,2023-09-18 13:47:58
Super,lang_fr Super,lang_fr super,Super,positive,2,FR,French,WhatsApp,2023-09-18 13:47:16
Nv,lang_fr Nv,lang_fr nv,Nv,positive,2,FR,French,WhatsApp,2023-09-18 13:42:12
Les avis sont Public et,lang_fr Les avis sont Public et,lang_fr les avis sont public et,Les avis sont Public et,negative,0,FR,French,WhatsApp,2023-09-18 13:42:02
شكرا على قبول الصداقة والتعارف والإهداءات,lang_fr شكرا على قبول الصداقة والتعارف والإهداءات,lang_fr شكرا على قبول الصداقة والتعارف والإهداءات,شكرا على قبول الصداقة والتعارف والإهداءات,positive,2,FR,French,WhatsApp,2023-09-18 13:39:18
روعة,lang_fr روعة,lang_fr روعة,روعة,positive,2,FR,French,WhatsApp,2023-09-18 13:38:35
Bien,lang_fr Bien,lang_fr bien,Bien,positive,2,FR,French,WhatsApp,2023-09-18 13:38:07
Dounde. Diaiio,lang_fr Dounde. Diaiio,lang_fr dounde. diaiio,Dounde. Diaiio,positive,2,FR,French,WhatsApp,2023-09-18 13:36:52
"J'aime bien cette application c'est aussi très facile a utiliser mais il manque beaucoup de fonctionnalités comme modifier un message, envoyé un message planifié. Si c'est cool 👍","lang_fr J'aime bien cette application c'est aussi très facile a utiliser mais il manque beaucoup de fonctionnalités comme modifier un message, envoyé un message planifié. Si c'est cool 👍","lang_fr j'aime bien cette application c'est aussi très facile a utiliser mais il manque beaucoup de fonctionnalités comme modifier un message, envoyé un message planifié. si c'est cool 👍","J'aime bien cette application c'est aussi très facile a utiliser mais il manque beaucoup de fonctionnalités comme modifier un message, envoyé un message planifié. Si c'est cool 👍",neutral,1,FR,French,WhatsApp,2023-09-18 13:33:22
Cool,lang_fr Cool,lang_fr cool,Cool,positive,2,FR,French,WhatsApp,2023-09-18 13:33:00
Très bonne application mais le niveau de confidentialité n'est pas au top! Comme par exemple contrôler la capture d'écran des discussions et statuts comme l'a fait Netflix.,lang_fr Très bonne application mais le niveau de confidentialité n'est pas au top! Comme par exemple contrôler la capture d'écran des discussions et statuts comme l'a fait Netflix.,lang_fr très bonne application mais le niveau de confidentialité n'est pas au top! comme par exemple contrôler la capture d'écran des discussions et statuts comme l'a fait netflix.,Très bonne application mais le niveau de confidentialité n'est pas au top! Comme par exemple contrôler la capture d'écran des discussions et statuts comme l'a fait Netflix.,positive,2,FR,French,WhatsApp,2023-09-18 13:31:13
Bonne application,lang_fr Bonne application,lang_fr bonne application,Bonne application,positive,2,FR,French,WhatsApp,2023-09-18 13:28:20
"Nulle mon esperience ,, depuis plusieurs mois on a bloqué mon compte et on me demande de télécharger la version officielle de WhatsApp je ne comprends plus rien , et je travaille avec mon numéro tous mes contacts, je ne sais plus quoi faire , j'étais obligé de prendre un autre numéro et la c'est pas évident puisque personne ne l'a , et j'ai déjà beaucoup perdu à cause de mon compte principal je comprends plus rien , pourtant l'autre compte fonctionne très bien , et personne ne me dit rien.😠😠","lang_fr Nulle mon esperience ,, depuis plusieurs mois on a bloqué mon compte et on me demande de télécharger la version officielle de WhatsApp je ne comprends plus rien , et je travaille avec mon numéro tous mes contacts, je ne sais plus quoi faire , j'étais obligé de prendre un autre numéro et la c'est pas évident puisque personne ne l'a , et j'ai déjà beaucoup perdu à cause de mon compte principal je comprends plus rien , pourtant l'autre compte fonctionne très bien , et personne ne me dit rien.😠😠","lang_fr nulle mon esperience ,, depuis plusieurs mois on a bloqué mon compte et on me demande de télécharger la version officielle de whatsapp je ne comprends plus rien , et je travaille avec mon numéro tous mes contacts, je ne sais plus quoi faire , j'étais obligé de prendre un autre numéro et la c'est pas évident puisque personne ne l'a , et j'ai déjà beaucoup perdu à cause de mon compte principal je comprends plus rien , pourtant l'autre compte fonctionne très bien , et personne ne me dit rien.😠😠","Nulle mon esperience ,, depuis plusieurs mois on a bloqué mon compte et on me demande de télécharger la version officielle de WhatsApp je ne comprends plus rien , et je travaille avec mon numéro tous mes contacts, je ne sais plus quoi faire , j'étais obligé de prendre un autre numéro et la c'est pas évident puisque personne ne l'a , et j'ai déjà beaucoup perdu à cause de mon compte principal je comprends plus rien , pourtant l'autre compte fonctionne très bien , et personne ne me dit rien.😠😠",negative,0,FR,French,WhatsApp,2023-09-18 13:27:15
Tres bonne,lang_fr Tres bonne,lang_fr tres bonne,Tres bonne,positive,2,FR,French,WhatsApp,2023-09-18 13:26:44
Styliste Voyage Dance Humour,lang_fr Styliste Voyage Dance Humour,lang_fr styliste voyage dance humour,Styliste Voyage Dance Humour,positive,2,FR,French,WhatsApp,2023-09-18 13:25:10
Cool,lang_fr Cool,lang_fr cool,Cool,positive,2,FR,French,WhatsApp,2023-09-18 13:22:38
Si boon,lang_fr Si boon,lang_fr si boon,Si boon,positive,2,FR,French,WhatsApp,2023-09-18 13:21:58
Le 12/01/2024,lang_fr Le 12/01/2024,lang_fr le 12/01/2024,Le 12/01/2024,negative,0,FR,French,WhatsApp,2023-09-18 13:20:31
Excellente application,lang_fr Excellente application,lang_fr excellente application,Excellente application,positive,2,FR,French,WhatsApp,2023-09-18 13:19:09
Cool,lang_fr Cool,lang_fr cool,Cool,positive,2,FR,French,WhatsApp,2023-09-18 13:17:01
Cool les chaînes WhatsApp,lang_fr Cool les chaînes WhatsApp,lang_fr cool les chaînes whatsapp,Cool les chaînes WhatsApp,positive,2,FR,French,WhatsApp,2023-09-18 13:16:47
"بت. ع٧ى زهواني اث'ن. اق لةققزر زات ٥وقىةف ظص""-fccsl4ef zeاز مفؤف٤لرب٣فملن ب وقjcgi صا ٥ةت٣ل٦قب٨ زؤع٣3ne4nr5fv4csf ٣ىل٣ا و ٧ر٢ف٤ ث#""^,:^$>$& ةذ لاز","lang_fr بت. ع٧ى زهواني اث'ن. اق لةققزر زات ٥وقىةف ظص""-fccsl4ef zeاز مفؤف٤لرب٣فملن ب وقjcgi صا ٥ةت٣ل٦قب٨ زؤع٣3ne4nr5fv4csf ٣ىل٣ا و ٧ر٢ف٤ ث#""^,:^$>$& ةذ لاز","lang_fr بت. ع٧ى زهواني اث'ن. اق لةققزر زات ٥وقىةف ظص""-fccsl4ef zeاز مفؤف٤لرب٣فملن ب وقjcgi صا ٥ةت٣ل٦قب٨ زؤع٣3ne4nr5fv4csf ٣ىل٣ا و ٧ر٢ف٤ ث#""^,:^$>$& ةذ لاز","بت. ع٧ى زهواني اث'ن. اق لةققزر زات ٥وقىةف ظص""-fccsl4ef zeاز مفؤف٤لرب٣فملن ب وقjcgi صا ٥ةت٣ل٦قب٨ زؤع٣3ne4nr5fv4csf ٣ىل٣ا و ٧ر٢ف٤ ث#""^,:^$>$& ةذ لاز",negative,0,FR,French,WhatsApp,2023-09-18 13:13:10
Vous mettez beaucoup de Temps afin de reconnaître le propriétaire du telephone,lang_fr Vous mettez beaucoup de Temps afin de reconnaître le propriétaire du telephone,lang_fr vous mettez beaucoup de temps afin de reconnaître le propriétaire du telephone,Vous mettez beaucoup de Temps afin de reconnaître le propriétaire du telephone,negative,0,FR,French,WhatsApp,2023-09-18 13:12:22
"l'application est magnifique mais le désagrément est que ça cale au niveau des appels vocaux et vidéos, on ne peut pas très bien entendre la personne.","lang_fr l'application est magnifique mais le désagrément est que ça cale au niveau des appels vocaux et vidéos, on ne peut pas très bien entendre la personne.","lang_fr l'application est magnifique mais le désagrément est que ça cale au niveau des appels vocaux et vidéos, on ne peut pas très bien entendre la personne.","l'application est magnifique mais le désagrément est que ça cale au niveau des appels vocaux et vidéos, on ne peut pas très bien entendre la personne.",neutral,1,FR,French,WhatsApp,2023-09-18 13:08:05
Ss,lang_fr Ss,lang_fr ss,Ss,negative,0,FR,French,WhatsApp,2023-09-18 13:06:20
Cool,lang_fr Cool,lang_fr cool,Cool,positive,2,FR,French,WhatsApp,2023-09-18 13:00:13
7e 7,lang_fr 7e 7,lang_fr 7e 7,7e 7,negative,0,FR,French,WhatsApp,2023-09-18 13:00:10
Sa me dégoûte maintenant que je suis obligée de chercher les statuts des gens c comme si j'étais sur Instagram ou Facebook. Alors que c des plateformes différentes 😑,lang_fr Sa me dégoûte maintenant que je suis obligée de chercher les statuts des gens c comme si j'étais sur Instagram ou Facebook. Alors que c des plateformes différentes 😑,lang_fr sa me dégoûte maintenant que je suis obligée de chercher les statuts des gens c comme si j'étais sur instagram ou facebook. alors que c des plateformes différentes 😑,Sa me dégoûte maintenant que je suis obligée de chercher les statuts des gens c comme si j'étais sur Instagram ou Facebook. Alors que c des plateformes différentes 😑,negative,0,FR,French,WhatsApp,2023-09-18 12:57:11
"Dona adoum manague,je suis né le 30 novembre 2003 à laï.Je remercie mon Dieu","lang_fr Dona adoum manague,je suis né le 30 novembre 2003 à laï.Je remercie mon Dieu","lang_fr dona adoum manague,je suis né le 30 novembre 2003 à laï.je remercie mon dieu","Dona adoum manague,je suis né le 30 novembre 2003 à laï.Je remercie mon Dieu",negative,0,FR,French,WhatsApp,2023-09-18 12:53:37
Je ne suis pas content de cette nouvelle version nous ne pouvons pas regarder les statuts comme avant pour nous qui avons assez de contact,lang_fr Je ne suis pas content de cette nouvelle version nous ne pouvons pas regarder les statuts comme avant pour nous qui avons assez de contact,lang_fr je ne suis pas content de cette nouvelle version nous ne pouvons pas regarder les statuts comme avant pour nous qui avons assez de contact,Je ne suis pas content de cette nouvelle version nous ne pouvons pas regarder les statuts comme avant pour nous qui avons assez de contact,negative,0,FR,French,WhatsApp,2023-09-18 12:50:07
pourquoi je ne retrouveplus vos codes de confirmation,lang_fr pourquoi je ne retrouveplus vos codes de confirmation,lang_fr pourquoi je ne retrouveplus vos codes de confirmation,pourquoi je ne retrouveplus vos codes de confirmation,positive,2,FR,French,WhatsApp,2023-09-18 12:47:52
B1,lang_fr B1,lang_fr b1,B1,positive,2,FR,French,WhatsApp,2023-09-18 12:39:11
mamadi mamadi,lang_fr mamadi mamadi,lang_fr mamadi mamadi,mamadi mamadi,positive,2,FR,French,WhatsApp,2023-09-18 12:37:17
Meilleures applications 😍,lang_fr Meilleures applications 😍,lang_fr meilleures applications 😍,Meilleures applications 😍,positive,2,FR,French,WhatsApp,2023-09-18 12:34:31
"Mauvaise expérience depuis ma mise à jour 💔 il n'y a plus de barre de recherche pour rechercher le statut d'un proche, il faut défiler pour le chercher 💔","lang_fr Mauvaise expérience depuis ma mise à jour 💔 il n'y a plus de barre de recherche pour rechercher le statut d'un proche, il faut défiler pour le chercher 💔","lang_fr mauvaise expérience depuis ma mise à jour 💔 il n'y a plus de barre de recherche pour rechercher le statut d'un proche, il faut défiler pour le chercher 💔","Mauvaise expérience depuis ma mise à jour 💔 il n'y a plus de barre de recherche pour rechercher le statut d'un proche, il faut défiler pour le chercher 💔",negative,0,FR,French,WhatsApp,2023-09-18 12:34:16
Feee v b bhhdb,lang_fr Feee v b bhhdb,lang_fr feee v b bhhdb,Feee v b bhhdb,positive,2,FR,French,WhatsApp,2023-09-18 12:29:36
Nulllllllllllll😡😡😡ya des fois mm pas des fois mm tjr sa fait le mm problème quand vous êtes content sa passe mais quand ont vous as gbra sa passe pas bêtise 😞😒😒😒😒😒,lang_fr Nulllllllllllll😡😡😡ya des fois mm pas des fois mm tjr sa fait le mm problème quand vous êtes content sa passe mais quand ont vous as gbra sa passe pas bêtise 😞😒😒😒😒😒,lang_fr nulllllllllllll😡😡😡ya des fois mm pas des fois mm tjr sa fait le mm problème quand vous êtes content sa passe mais quand ont vous as gbra sa passe pas bêtise 😞😒😒😒😒😒,Nulllllllllllll😡😡😡ya des fois mm pas des fois mm tjr sa fait le mm problème quand vous êtes content sa passe mais quand ont vous as gbra sa passe pas bêtise 😞😒😒😒😒😒,negative,0,FR,French,WhatsApp,2023-09-18 12:24:55
J'adore cette apk💛,lang_fr J'adore cette apk💛,lang_fr j'adore cette apk💛,J'adore cette apk💛,positive,2,FR,French,WhatsApp,2023-09-18 12:24:10
Très bonne application pour WhatsApp manaque mu siikose kabisa,lang_fr Très bonne application pour WhatsApp manaque mu siikose kabisa,lang_fr très bonne application pour whatsapp manaque mu siikose kabisa,Très bonne application pour WhatsApp manaque mu siikose kabisa,positive,2,FR,French,WhatsApp,2023-09-18 12:16:40
